選手ID,選手名,OVR,顔写真,所属クラブ,クラブID,クラブエンブレム,所属リーグ名
257307,N. Bätzner,67,https://cdn.sofifa.net/players/257/307/26_240.png,SC Paderborn 07,10030.0,https://cdn.sofifa.net/teams/10030/240.png,2. Bundesliga
219452,J. Fernández,69,https://cdn.sofifa.net/players/219/452/26_240.png,CD Palestino,111328.0,https://cdn.sofifa.net/teams/111328/240.png,Primera Division
71230,F. Loyola,69,https://cdn.sofifa.net/players/071/230/26_240.png,Independiente,110093.0,https://cdn.sofifa.net/teams/110093/240.png,Liga Profesional de Fútbol
270657,E. Iannoni,67,https://cdn.sofifa.net/players/270/657/26_240.png,Sassuolo,111974.0,https://cdn.sofifa.net/teams/111974/240.png,Serie A
230984,F. Gino,67,https://cdn.sofifa.net/players/230/984/26_240.png,CA Aldosivi,111707.0,https://cdn.sofifa.net/teams/111707/240.png,Liga Profesional de Fútbol
263761,V. Lind,67,https://cdn.sofifa.net/players/263/761/26_240.png,IF Brommapojkarna,111705.0,https://cdn.sofifa.net/teams/111705/240.png,Allsvenskan
275290,M. Karlsson,68,https://cdn.sofifa.net/players/275/290/26_240.png,Hammarby Fotboll,708.0,https://cdn.sofifa.net/teams/708/240.png,Allsvenskan
229980,C. Montes,75,https://cdn.sofifa.net/players/229/980/26_240.png,,,,
212592,A. Farrell,66,https://cdn.sofifa.net/players/212/592/26_240.png,New England Revolution,691.0,https://cdn.sofifa.net/teams/691/240.png,Major League Soccer
203128,T. Monconduit,66,https://cdn.sofifa.net/players/203/128/26_240.png,Amiens SC,1816.0,https://cdn.sofifa.net/teams/1816/240.png,Ligue 2
73094,V. Rubchynskyi,67,https://cdn.sofifa.net/players/073/094/26_240.png,Dynamo Kyiv,101047.0,https://cdn.sofifa.net/teams/101047/240.png,Premier League
235658,V. Nelsson,75,https://cdn.sofifa.net/players/235/658/26_240.png,Hellas Verona FC,206.0,https://cdn.sofifa.net/teams/206/240.png,Serie A
73364,L. Björklund,63,https://cdn.sofifa.net/players/073/364/26_240.png,IF Brommapojkarna,111705.0,https://cdn.sofifa.net/teams/111705/240.png,Allsvenskan
215703,Marlon,72,https://cdn.sofifa.net/players/215/703/26_240.png,Shakhtar Donetsk,101059.0,https://cdn.sofifa.net/teams/101059/240.png,Premier League
208543,C. Howieson,62,https://cdn.sofifa.net/players/208/543/26_240.png,Auckland FC,131739.0,https://cdn.sofifa.net/teams/131739/240.png,A-League Men
278452,M. Cáceres,66,https://cdn.sofifa.net/players/278/452/26_240.png,Talleres,112670.0,https://cdn.sofifa.net/teams/112670/240.png,Liga Profesional de Fútbol
246459,M. Daramy,73,https://cdn.sofifa.net/players/246/459/26_240.png,Stade de Reims,379.0,https://cdn.sofifa.net/teams/379/240.png,Ligue 2
252859,L. Flach,69,https://cdn.sofifa.net/players/252/859/26_240.png,Jagiellonia Białystok,110745.0,https://cdn.sofifa.net/teams/110745/240.png,Ekstraklasa
270012,H. Koudossou,69,https://cdn.sofifa.net/players/270/012/26_240.png,1. FC Nürnberg,171.0,https://cdn.sofifa.net/teams/171/240.png,2. Bundesliga
233151,K. Miyoshi,68,https://cdn.sofifa.net/players/233/151/26_240.png,VfL Bochum 1848,160.0,https://cdn.sofifa.net/teams/160/240.png,2. Bundesliga
242629,João Moutinho,70,https://cdn.sofifa.net/players/242/629/26_240.png,Lech Poznań,873.0,https://cdn.sofifa.net/teams/873/240.png,Ekstraklasa
238792,L. Jensen,70,https://cdn.sofifa.net/players/238/792/26_240.png,Hertha BSC,166.0,https://cdn.sofifa.net/teams/166/240.png,2. Bundesliga
232658,D. Doekhi,78,https://cdn.sofifa.net/players/232/658/26_240.png,1. FC Union Berlin,1831.0,https://cdn.sofifa.net/teams/1831/240.png,Bundesliga
254680,Y. Oukili,67,https://cdn.sofifa.net/players/254/680/26_240.png,Casa Pia,114510.0,https://cdn.sofifa.net/teams/114510/240.png,Primeira Liga
263918,L. Thompson,67,https://cdn.sofifa.net/players/263/918/26_240.png,Derby County,91.0,https://cdn.sofifa.net/teams/91/240.png,Championship
241412,A. Preciado,69,https://cdn.sofifa.net/players/241/412/26_240.png,CA Aldosivi,111707.0,https://cdn.sofifa.net/teams/111707/240.png,Liga Profesional de Fútbol
237086,Kim Min Jae,82,https://cdn.sofifa.net/players/237/086/26_240.png,FC Bayern München,21.0,https://cdn.sofifa.net/teams/21/240.png,Bundesliga
270371,R. Andrews,68,https://cdn.sofifa.net/players/270/371/26_240.png,BSC Young Boys,900.0,https://cdn.sofifa.net/teams/900/240.png,Super League
266029,D. Stensson,67,https://cdn.sofifa.net/players/266/029/26_240.png,Djurgårdens IF,710.0,https://cdn.sofifa.net/teams/710/240.png,Allsvenskan
268083,A. Osorio,69,https://cdn.sofifa.net/players/268/083/26_240.png,Defensa y Justicia,111710.0,https://cdn.sofifa.net/teams/111710/240.png,Liga Profesional de Fútbol
219956,P. Ceccaroni,70,https://cdn.sofifa.net/players/219/956/26_240.png,Palermo FC,1843.0,https://cdn.sofifa.net/teams/1843/240.png,Serie B
257090,I. Doukouré,76,https://cdn.sofifa.net/players/257/090/26_240.png,RC Strasbourg Alsace,76.0,https://cdn.sofifa.net/teams/76/240.png,Ligue 1
200309,T. Darikwa,66,https://cdn.sofifa.net/players/200/309/26_240.png,Lincoln City,149.0,https://cdn.sofifa.net/teams/149/240.png,League One
243061,Lee Dong Jun,67,https://cdn.sofifa.net/players/243/061/26_240.png,Gimcheon Sangmu FC,2055.0,https://cdn.sofifa.net/teams/2055/240.png,K League 1
243834,L. Ilić,70,https://cdn.sofifa.net/players/243/834/26_240.png,Real Oviedo,110827.0,https://cdn.sofifa.net/teams/110827/240.png,La Liga
245893,I. Hutchinson,64,https://cdn.sofifa.net/players/245/893/26_240.png,Cheltenham Town,1936.0,https://cdn.sofifa.net/teams/1936/240.png,League Two
265609,G. Enrique,69,https://cdn.sofifa.net/players/265/609/26_240.png,Alianza Lima,111010.0,https://cdn.sofifa.net/teams/111010/240.png,Liga 1
77450,J. Arroyo,65,https://cdn.sofifa.net/players/077/450/26_240.png,Independiente del Valle,112908.0,https://cdn.sofifa.net/teams/112908/240.png,Serie A
211856,K. Akpoguma,74,https://cdn.sofifa.net/players/211/856/26_240.png,TSG 1899 Hoffenheim,10029.0,https://cdn.sofifa.net/teams/10029/240.png,Bundesliga
234385,N. Hauptmann,70,https://cdn.sofifa.net/players/234/385/26_240.png,Dynamo Dresden,503.0,https://cdn.sofifa.net/teams/503/240.png,2. Bundesliga
275102,S. Magassa,73,https://cdn.sofifa.net/players/275/102/26_240.png,West Ham United,19.0,https://cdn.sofifa.net/teams/19/240.png,Premier League
269471,J. Baas,67,https://cdn.sofifa.net/players/269/471/26_240.png,Sparta Rotterdam,100646.0,https://cdn.sofifa.net/teams/100646/240.png,Eredivisie
239267,A. Pululu,72,https://cdn.sofifa.net/players/239/267/26_240.png,Jagiellonia Białystok,110745.0,https://cdn.sofifa.net/teams/110745/240.png,Ekstraklasa
241835,J. Hornkamp,68,https://cdn.sofifa.net/players/241/835/26_240.png,Heracles Almelo,100634.0,https://cdn.sofifa.net/teams/100634/240.png,Eredivisie
261035,Z. Inoussa,71,https://cdn.sofifa.net/players/261/035/26_240.png,Swansea City,1960.0,https://cdn.sofifa.net/teams/1960/240.png,Championship
234180,A. Hohberg,71,https://cdn.sofifa.net/players/234/180/26_240.png,Cienciano,111011.0,https://cdn.sofifa.net/teams/111011/240.png,Liga 1
239048,H. Akbunar,71,https://cdn.sofifa.net/players/239/048/26_240.png,Eyüpspor,131174.0,https://cdn.sofifa.net/teams/131174/240.png,Süper Lig
244685,M. Mouandilmadji,73,https://cdn.sofifa.net/players/244/685/26_240.png,Samsunspor,748.0,https://cdn.sofifa.net/teams/748/240.png,Süper Lig
275411,T. Land,68,https://cdn.sofifa.net/players/275/411/26_240.png,FC Groningen,1915.0,https://cdn.sofifa.net/teams/1915/240.png,Eredivisie
226260,A. Cistana,70,https://cdn.sofifa.net/players/226/260/26_240.png,Spezia,110741.0,https://cdn.sofifa.net/teams/110741/240.png,Serie B
274906,M. Chytil,74,https://cdn.sofifa.net/players/274/906/26_240.png,SK Slavia Praha,266.0,https://cdn.sofifa.net/teams/266/240.png,První liga
177373,L. Nielsen,69,https://cdn.sofifa.net/players/177/373/26_240.png,Vejle Boldklub,822.0,https://cdn.sofifa.net/teams/822/240.png,Superliga
251870,J. Cabal,74,https://cdn.sofifa.net/players/251/870/26_240.png,Juventus,45.0,https://cdn.sofifa.net/teams/45/240.png,Serie A
258308,O. Tymchyk,72,https://cdn.sofifa.net/players/258/308/26_240.png,Dynamo Kyiv,101047.0,https://cdn.sofifa.net/teams/101047/240.png,Premier League
245286,J. Žambůrek,66,https://cdn.sofifa.net/players/245/286/26_240.png,Heracles Almelo,100634.0,https://cdn.sofifa.net/teams/100634/240.png,Eredivisie
250926,M. Hoffmeier,67,https://cdn.sofifa.net/players/250/926/26_240.png,SC Paderborn 07,10030.0,https://cdn.sofifa.net/teams/10030/240.png,2. Bundesliga
221491,N. Elvedi,77,https://cdn.sofifa.net/players/221/491/26_240.png,Borussia Mönchengladbach,23.0,https://cdn.sofifa.net/teams/23/240.png,Bundesliga
199745,E. Sviatchenko,71,https://cdn.sofifa.net/players/199/745/26_240.png,Houston Dynamo,698.0,https://cdn.sofifa.net/teams/698/240.png,Major League Soccer
277832,C. Ikwuemesi,68,https://cdn.sofifa.net/players/277/832/26_240.png,Oud-Heverlee Leuven,100087.0,https://cdn.sofifa.net/teams/100087/240.png,Pro League
255307,B. Martínez,66,https://cdn.sofifa.net/players/255/307/26_240.png,Tigre,111715.0,https://cdn.sofifa.net/teams/111715/240.png,Liga Profesional de Fútbol
278351,K. Zeroli,65,https://cdn.sofifa.net/players/278/351/26_240.png,Monza,111811.0,https://cdn.sofifa.net/teams/111811/240.png,Serie B
226652,Park Yong Woo,68,https://cdn.sofifa.net/players/226/652/26_240.png,Al Ain,111701.0,https://cdn.sofifa.net/teams/111701/240.png,Pro League
255339,J. Nelson,68,https://cdn.sofifa.net/players/255/339/26_240.png,Vancouver Whitecaps FC,101112.0,https://cdn.sofifa.net/teams/101112/240.png,Major League Soccer
209264,B. Finne,69,https://cdn.sofifa.net/players/209/264/26_240.png,SK Brann,919.0,https://cdn.sofifa.net/teams/919/240.png,Eliteserien
252021,T. Dallinga,76,https://cdn.sofifa.net/players/252/021/26_240.png,Bologna,189.0,https://cdn.sofifa.net/teams/189/240.png,Serie A
220028,S. Adekugbe,68,https://cdn.sofifa.net/players/220/028/26_240.png,Vancouver Whitecaps FC,101112.0,https://cdn.sofifa.net/teams/101112/240.png,Major League Soccer
253057,Z. Swanson,67,https://cdn.sofifa.net/players/253/057/26_240.png,Portsmouth,1790.0,https://cdn.sofifa.net/teams/1790/240.png,Championship
223877,D. Furlong,72,https://cdn.sofifa.net/players/223/877/26_240.png,Ipswich Town,94.0,https://cdn.sofifa.net/teams/94/240.png,Championship
213644,A. Geipl,66,https://cdn.sofifa.net/players/213/644/26_240.png,SSV Jahn Regensburg,543.0,https://cdn.sofifa.net/teams/543/240.png,3. Liga
250764,A. Antunes,69,https://cdn.sofifa.net/players/250/764/26_240.png,Servette FC,324.0,https://cdn.sofifa.net/teams/324/240.png,Super League
225679,L. Cangá,70,https://cdn.sofifa.net/players/225/679/26_240.png,Universidad Católica del Ecuador,114581.0,https://cdn.sofifa.net/teams/114581/240.png,Serie A
252573,A. Terzić,72,https://cdn.sofifa.net/players/252/573/26_240.png,FC Red Bull Salzburg,191.0,https://cdn.sofifa.net/teams/191/240.png,Bundesliga
243871,S. High,63,https://cdn.sofifa.net/players/243/871/26_240.png,Barnet,135.0,https://cdn.sofifa.net/teams/135/240.png,League Two
225696,Murilo,71,https://cdn.sofifa.net/players/225/696/26_240.png,Gil Vicente FC,1888.0,https://cdn.sofifa.net/teams/1888/240.png,Primeira Liga
274355,Iker Muñoz,71,https://cdn.sofifa.net/players/274/355/26_240.png,CA Osasuna,479.0,https://cdn.sofifa.net/teams/479/240.png,La Liga
263371,T. Leigh,62,https://cdn.sofifa.net/players/263/371/26_240.png,Bradford City,1804.0,https://cdn.sofifa.net/teams/1804/240.png,League One
252883,H. Kyprianou,68,https://cdn.sofifa.net/players/252/883/26_240.png,Watford,1795.0,https://cdn.sofifa.net/teams/1795/240.png,Championship
199897,N. Höfler,73,https://cdn.sofifa.net/players/199/897/26_240.png,SC Freiburg,25.0,https://cdn.sofifa.net/teams/25/240.png,Bundesliga
76509,D. Karim,69,https://cdn.sofifa.net/players/076/509/26_240.png,FC Lorient,217.0,https://cdn.sofifa.net/teams/217/240.png,Ligue 1
225757,M. Burgess,63,https://cdn.sofifa.net/players/225/757/26_240.png,Newcastle Jets,111398.0,https://cdn.sofifa.net/teams/111398/240.png,A-League Men
276452,Teles,67,https://cdn.sofifa.net/players/276/452/26_240.png,Universitatea Craiova,308.0,https://cdn.sofifa.net/teams/308/240.png,Liga I
246757,S. Väänänen,67,https://cdn.sofifa.net/players/246/757/26_240.png,Rosenborg BK,298.0,https://cdn.sofifa.net/teams/298/240.png,Eliteserien
265446,J. Bolívar,66,https://cdn.sofifa.net/players/265/446/26_240.png,Atlético Grau,114598.0,https://cdn.sofifa.net/teams/114598/240.png,Liga 1
248049,C. Petrila,71,https://cdn.sofifa.net/players/248/049/26_240.png,Rapid Bucuresti,310.0,https://cdn.sofifa.net/teams/310/240.png,Liga I
214777,L. Díaz,73,https://cdn.sofifa.net/players/214/777/26_240.png,Atlético Tucumán,111708.0,https://cdn.sofifa.net/teams/111708/240.png,Liga Profesional de Fútbol
253433,F. Azeez,70,https://cdn.sofifa.net/players/253/433/26_240.png,Millwall FC,97.0,https://cdn.sofifa.net/teams/97/240.png,Championship
230144,A. Dioussé,69,https://cdn.sofifa.net/players/230/144/26_240.png,AJ Auxerre,57.0,https://cdn.sofifa.net/teams/57/240.png,Ligue 1
264721,H. Hore,66,https://cdn.sofifa.net/players/264/721/26_240.png,Brisbane Roar,111395.0,https://cdn.sofifa.net/teams/111395/240.png,A-League Men
75286,J. Amaro,63,https://cdn.sofifa.net/players/075/286/26_240.png,Club Nacional de Football,111325.0,https://cdn.sofifa.net/teams/111325/240.png,Primera División
239136,N. Cozza,73,https://cdn.sofifa.net/players/239/136/26_240.png,FC Nantes,71.0,https://cdn.sofifa.net/teams/71/240.png,Ligue 1
228642,J. Tilley,65,https://cdn.sofifa.net/players/228/642/26_240.png,Wycombe Wanderers,1933.0,https://cdn.sofifa.net/teams/1933/240.png,League One
277031,A. Khusanov,77,https://cdn.sofifa.net/players/277/031/26_240.png,Manchester City,10.0,https://cdn.sofifa.net/teams/10/240.png,Premier League
270905,M. Fuseini,71,https://cdn.sofifa.net/players/270/905/26_240.png,Union Saint-Gilloise,2014.0,https://cdn.sofifa.net/teams/2014/240.png,Pro League
260942,D. Fofana,72,https://cdn.sofifa.net/players/260/942/26_240.png,Fatih Karagümrük,111117.0,https://cdn.sofifa.net/teams/111117/240.png,Süper Lig
254804,T. Reinhart,65,https://cdn.sofifa.net/players/254/804/26_240.png,Reggiana,110740.0,https://cdn.sofifa.net/teams/110740/240.png,Serie B
252758,D. Devoy,65,https://cdn.sofifa.net/players/252/758/26_240.png,Bohemian FC,305.0,https://cdn.sofifa.net/teams/305/240.png,Premier Division
257368,L. Pirola,75,https://cdn.sofifa.net/players/257/368/26_240.png,Olympiacos FC,280.0,https://cdn.sofifa.net/teams/280/240.png,Super League
233565,J. Koroma,68,https://cdn.sofifa.net/players/233/565/26_240.png,Leyton Orient,1958.0,https://cdn.sofifa.net/teams/1958/240.png,League One
214622,J. Toljan,73,https://cdn.sofifa.net/players/214/622/26_240.png,Levante UD,1853.0,https://cdn.sofifa.net/teams/1853/240.png,La Liga
263787,Victor Bobsin,68,https://cdn.sofifa.net/players/263/787/26_240.png,Daejeon Citizen,980.0,https://cdn.sofifa.net/teams/980/240.png,K League 1
220031,O. McBurnie,74,https://cdn.sofifa.net/players/220/031/26_240.png,Hull City,1952.0,https://cdn.sofifa.net/teams/1952/240.png,Championship
200577,Lee Yong,65,https://cdn.sofifa.net/players/200/577/26_240.png,Suwon FC,112558.0,https://cdn.sofifa.net/teams/112558/240.png,K League 1
224648,Li Lei,65,https://cdn.sofifa.net/players/224/648/26_240.png,Beijing Guoan,111768.0,https://cdn.sofifa.net/teams/111768/240.png,Super League
234122,Artur,71,https://cdn.sofifa.net/players/234/122/26_240.png,Houston Dynamo,698.0,https://cdn.sofifa.net/teams/698/240.png,Major League Soccer
273564,G. Orban,74,https://cdn.sofifa.net/players/273/564/26_240.png,Hellas Verona FC,206.0,https://cdn.sofifa.net/teams/206/240.png,Serie A
184242,F. Ojo,63,https://cdn.sofifa.net/players/184/242/26_240.png,Port Vale,1928.0,https://cdn.sofifa.net/teams/1928/240.png,League One
219585,M. Valjent,77,https://cdn.sofifa.net/players/219/585/26_240.png,RCD Mallorca,453.0,https://cdn.sofifa.net/teams/453/240.png,La Liga
227274,D. Barbona,70,https://cdn.sofifa.net/players/227/274/26_240.png,Defensa y Justicia,111710.0,https://cdn.sofifa.net/teams/111710/240.png,Liga Profesional de Fútbol
233957,S. Field,71,https://cdn.sofifa.net/players/233/957/26_240.png,Queens Park Rangers,15.0,https://cdn.sofifa.net/teams/15/240.png,Championship
244709,M. Jevtović,69,https://cdn.sofifa.net/players/244/709/26_240.png,Konyaspor,101033.0,https://cdn.sofifa.net/teams/101033/240.png,Süper Lig
248041,F. Ștefan,66,https://cdn.sofifa.net/players/248/041/26_240.png,Universitatea Craiova,308.0,https://cdn.sofifa.net/teams/308/240.png,Liga I
260343,S. Al Nasser,65,https://cdn.sofifa.net/players/260/343/26_240.png,Al Nassr,112139.0,https://cdn.sofifa.net/teams/112139/240.png,Pro League
240897,W. Wright,64,https://cdn.sofifa.net/players/240/897/26_240.png,Swindon Town,1934.0,https://cdn.sofifa.net/teams/1934/240.png,League Two
256281,K. Fischer,74,https://cdn.sofifa.net/players/256/281/26_240.png,VfL Wolfsburg,175.0,https://cdn.sofifa.net/teams/175/240.png,Bundesliga
208159,M. Frey,70,https://cdn.sofifa.net/players/208/159/26_240.png,Queens Park Rangers,15.0,https://cdn.sofifa.net/teams/15/240.png,Championship
238379,N. Nartey,68,https://cdn.sofifa.net/players/238/379/26_240.png,VfB Stuttgart,36.0,https://cdn.sofifa.net/teams/36/240.png,Bundesliga
225075,J. Günther-Schmidt,63,https://cdn.sofifa.net/players/225/075/26_240.png,FC Erzgebirge Aue,506.0,https://cdn.sofifa.net/teams/506/240.png,3. Liga
246592,Algobia,70,https://cdn.sofifa.net/players/246/592/26_240.png,AVS Futebol SAD,131463.0,https://cdn.sofifa.net/teams/131463/240.png,Primeira Liga
248385,R. Piccoli,75,https://cdn.sofifa.net/players/248/385/26_240.png,Fiorentina,110374.0,https://cdn.sofifa.net/teams/110374/240.png,Serie A
194138,A. Gray,70,https://cdn.sofifa.net/players/194/138/26_240.png,Fatih Karagümrük,111117.0,https://cdn.sofifa.net/teams/111117/240.png,Süper Lig
254819,K. Urbański,68,https://cdn.sofifa.net/players/254/819/26_240.png,Legia Warszawa,1871.0,https://cdn.sofifa.net/teams/1871/240.png,Ekstraklasa
261993,Álex Cardero,68,https://cdn.sofifa.net/players/261/993/26_240.png,CD Mirandés,110069.0,https://cdn.sofifa.net/teams/110069/240.png,La Liga 2
227947,R. Hendry,63,https://cdn.sofifa.net/players/227/947/26_240.png,Mansfield Town,1940.0,https://cdn.sofifa.net/teams/1940/240.png,League One
275328,C. Uzun,74,https://cdn.sofifa.net/players/275/328/26_240.png,Eintracht Frankfurt,1824.0,https://cdn.sofifa.net/teams/1824/240.png,Bundesliga
270215,E. Cannavó,66,https://cdn.sofifa.net/players/270/215/26_240.png,Defensa y Justicia,111710.0,https://cdn.sofifa.net/teams/111710/240.png,Liga Profesional de Fútbol
230047,F. Ronstadt,66,https://cdn.sofifa.net/players/230/047/26_240.png,Viktoria Köln,110645.0,https://cdn.sofifa.net/teams/110645/240.png,3. Liga
72374,Y. Zouaoui,70,https://cdn.sofifa.net/players/072/374/26_240.png,Le Havre AC,1738.0,https://cdn.sofifa.net/teams/1738/240.png,Ligue 1
256441,V. Pizarro,72,https://cdn.sofifa.net/players/256/441/26_240.png,Colo-Colo,110980.0,https://cdn.sofifa.net/teams/110980/240.png,Primera Division
240060,M. Aarons,72,https://cdn.sofifa.net/players/240/060/26_240.png,Rangers FC,86.0,https://cdn.sofifa.net/teams/86/240.png,Premiership
212419,T. Mings,78,https://cdn.sofifa.net/players/212/419/26_240.png,Aston Villa,2.0,https://cdn.sofifa.net/teams/2/240.png,Premier League
212934,A. Zoubir,71,https://cdn.sofifa.net/players/212/934/26_240.png,Qarabağ FK,113888.0,https://cdn.sofifa.net/teams/113888/240.png,Premyer Liqa
212682,B. Morris,64,https://cdn.sofifa.net/players/212/682/26_240.png,Harrogate Town,112222.0,https://cdn.sofifa.net/teams/112222/240.png,League Two
235471,B. Nowak,68,https://cdn.sofifa.net/players/235/471/26_240.png,GKS Katowice,110206.0,https://cdn.sofifa.net/teams/110206/240.png,Ekstraklasa
251104,T. Keita,67,https://cdn.sofifa.net/players/251/104/26_240.png,CFR Cluj,110816.0,https://cdn.sofifa.net/teams/110816/240.png,Liga I
250853,P. Mattsson,71,https://cdn.sofifa.net/players/250/853/26_240.png,Norwich City,1792.0,https://cdn.sofifa.net/teams/1792/240.png,Championship
274406,P. Dahbo,65,https://cdn.sofifa.net/players/274/406/26_240.png,BK Häcken,711.0,https://cdn.sofifa.net/teams/711/240.png,Allsvenskan
74240,R. Sayavedra,64,https://cdn.sofifa.net/players/074/240/26_240.png,Deportivo Riestra,115472.0,https://cdn.sofifa.net/teams/115472/240.png,Liga Profesional de Fútbol
214065,H. Salinas,63,https://cdn.sofifa.net/players/214/065/26_240.png,Deportes Iquique,112531.0,https://cdn.sofifa.net/teams/112531/240.png,Primera Division
277811,M. de Amorim,69,https://cdn.sofifa.net/players/277/811/26_240.png,Famalicão,112809.0,https://cdn.sofifa.net/teams/112809/240.png,Primeira Liga
223810,G. Maris,62,https://cdn.sofifa.net/players/223/810/26_240.png,Mansfield Town,1940.0,https://cdn.sofifa.net/teams/1940/240.png,League One
251469,Pedro Amaral,70,https://cdn.sofifa.net/players/251/469/26_240.png,GD Estoril Praia,10020.0,https://cdn.sofifa.net/teams/10020/240.png,Primeira Liga
227667,I. Mbenza,69,https://cdn.sofifa.net/players/227/667/26_240.png,Royal Charleroi Sporting Club,670.0,https://cdn.sofifa.net/teams/670/240.png,Pro League
269398,S. Ngabo,64,https://cdn.sofifa.net/players/269/398/26_240.png,BK Häcken,711.0,https://cdn.sofifa.net/teams/711/240.png,Allsvenskan
78426,J. Opoku,69,https://cdn.sofifa.net/players/078/426/26_240.png,SV Zulte Waregem,15005.0,https://cdn.sofifa.net/teams/15005/240.png,Pro League
255835,L. Larsen,67,https://cdn.sofifa.net/players/255/835/26_240.png,Tromsø IL,418.0,https://cdn.sofifa.net/teams/418/240.png,Eliteserien
257886,A. Pyrka,68,https://cdn.sofifa.net/players/257/886/26_240.png,FC St. Pauli,110329.0,https://cdn.sofifa.net/teams/110329/240.png,Bundesliga
217699,I. Slimani,68,https://cdn.sofifa.net/players/217/699/26_240.png,CFR Cluj,110816.0,https://cdn.sofifa.net/teams/110816/240.png,Liga I
237155,S. Gnaka,70,https://cdn.sofifa.net/players/237/155/26_240.png,1. FC Magdeburg,110588.0,https://cdn.sofifa.net/teams/110588/240.png,2. Bundesliga
250724,N. Ngoumou,72,https://cdn.sofifa.net/players/250/724/26_240.png,Borussia Mönchengladbach,23.0,https://cdn.sofifa.net/teams/23/240.png,Bundesliga
244076,Y. Otto,65,https://cdn.sofifa.net/players/244/076/26_240.png,SC Verl,110501.0,https://cdn.sofifa.net/teams/110501/240.png,3. Liga
266100,Villahermosa,65,https://cdn.sofifa.net/players/266/100/26_240.png,FC Andorra,114554.0,https://cdn.sofifa.net/teams/114554/240.png,La Liga 2
233602,G. Hirst,72,https://cdn.sofifa.net/players/233/602/26_240.png,Ipswich Town,94.0,https://cdn.sofifa.net/teams/94/240.png,Championship
264581,J. Fevrier,64,https://cdn.sofifa.net/players/264/581/26_240.png,Stockport County,1931.0,https://cdn.sofifa.net/teams/1931/240.png,League One
271495,M. Dorgeles,69,https://cdn.sofifa.net/players/271/495/26_240.png,Sporting Clube de Braga,1896.0,https://cdn.sofifa.net/teams/1896/240.png,Primeira Liga
236947,J. Torunarigha,75,https://cdn.sofifa.net/players/236/947/26_240.png,Hamburger SV,28.0,https://cdn.sofifa.net/teams/28/240.png,Bundesliga
246422,Sidnei Tavares,68,https://cdn.sofifa.net/players/246/422/26_240.png,Blackburn Rovers,3.0,https://cdn.sofifa.net/teams/3/240.png,Championship
73379,I. Doumbia,66,https://cdn.sofifa.net/players/073/379/26_240.png,Venezia,205.0,https://cdn.sofifa.net/teams/205/240.png,Serie B
76461,M. Šego,69,https://cdn.sofifa.net/players/076/461/26_240.png,Hajduk Split,263.0,https://cdn.sofifa.net/teams/263/240.png,Hrvatska nogometna liga
72622,C. Afalna,67,https://cdn.sofifa.net/players/072/622/26_240.png,Unirea Slobozia,131459.0,https://cdn.sofifa.net/teams/131459/240.png,Liga I
237490,P. Sontheimer,67,https://cdn.sofifa.net/players/237/490/26_240.png,1. FC Saarbrücken,523.0,https://cdn.sofifa.net/teams/523/240.png,3. Liga
204979,I. Touray,65,https://cdn.sofifa.net/players/204/979/26_240.png,Bradford City,1804.0,https://cdn.sofifa.net/teams/1804/240.png,League One
252096,N. Hernández,68,https://cdn.sofifa.net/players/252/096/26_240.png,Deportivo Táchira,110990.0,https://cdn.sofifa.net/teams/110990/240.png,Primera Division
219841,N. Figal,73,https://cdn.sofifa.net/players/219/841/26_240.png,Boca Juniors,1877.0,https://cdn.sofifa.net/teams/1877/240.png,Liga Profesional de Fútbol
259522,B. Dárdai,72,https://cdn.sofifa.net/players/259/522/26_240.png,VfL Wolfsburg,175.0,https://cdn.sofifa.net/teams/175/240.png,Bundesliga
212165,S. Ohlsson,65,https://cdn.sofifa.net/players/212/165/26_240.png,Degerfors IF,113892.0,https://cdn.sofifa.net/teams/113892/240.png,Allsvenskan
255434,J. Enciso,73,https://cdn.sofifa.net/players/255/434/26_240.png,RC Strasbourg Alsace,76.0,https://cdn.sofifa.net/teams/76/240.png,Ligue 1
262604,K. Corredor,73,https://cdn.sofifa.net/players/262/604/26_240.png,SV Darmstadt 98,110502.0,https://cdn.sofifa.net/teams/110502/240.png,2. Bundesliga
211928,D. Gape,62,https://cdn.sofifa.net/players/211/928/26_240.png,Colchester United,1935.0,https://cdn.sofifa.net/teams/1935/240.png,League Two
239842,G. Giakoumakis,75,https://cdn.sofifa.net/players/239/842/26_240.png,PAOK,393.0,https://cdn.sofifa.net/teams/393/240.png,Super League
222693,H. Fertoli,68,https://cdn.sofifa.net/players/222/693/26_240.png,Tigre,111715.0,https://cdn.sofifa.net/teams/111715/240.png,Liga Profesional de Fútbol
253694,C. Makridis,67,https://cdn.sofifa.net/players/253/694/26_240.png,SC Preußen Münster,531.0,https://cdn.sofifa.net/teams/531/240.png,2. Bundesliga
254469,V. Gustafson,67,https://cdn.sofifa.net/players/254/469/26_240.png,Mjällby AIF,112072.0,https://cdn.sofifa.net/teams/112072/240.png,Allsvenskan
274452,L. Vorlický,70,https://cdn.sofifa.net/players/274/452/26_240.png,SK Slavia Praha,266.0,https://cdn.sofifa.net/teams/266/240.png,První liga
79390,M. Sauer,68,https://cdn.sofifa.net/players/079/390/26_240.png,Toulouse FC,1809.0,https://cdn.sofifa.net/teams/1809/240.png,Ligue 1
